Number,GivenName,Surname,Birthday,StreetAddress,NameSet,EmailAddress,TelephoneNumber,Kilograms,CCType,CCNumber,CVV2,CCExpires,Vehicle
597,Karin,Bachmeier,7/11/1967,"Waldowstr. 64",German,KarinBachmeier@fleckens.hu,"07842 99 02 22",62.3,MasterCard,5581010498286553,809,1/2017,"2005 Honda Stream"
602,Etoile,Gougeon,7/30/1992,"24 Chemin des Bateliers",French,EtoileGougeon@teleworm.us,04.51.73.18.15,52.6,Visa,4539622554980576,271,9/2019,"1996 Land Rover Range Rover"
598,Philipp,Fink,9/19/1982,"Landsberger Allee 10",German,PhilippFink@armyspy.com,"089 40 01 11",73.7,Visa,4532099704210195,512,10/2018,"2006 Mercedes-Benz G"
605,Gustave,Couet,11/6/1962,"70 rue Sébastopol",French,GustaveCouet@cuvox.de,05.85.29.26.74,100.8,Visa,4485452029597647,442,2/2018,"1992 Chrysler TC"
599,Jessika,Ritter,7/17/1948,"Leopoldstraße 75",German,JessikaRitter@superrito.com,"023 92 38 54",55.8,Visa,4485897746697064,372,12/2020,"2009 Dodge Sprinter"
607,Creissant,Vaillancour,11/10/1956,"15 rue de Lille",French,CreissantVaillancour@dayrep.com,03.70.76.35.78,83.3,Visa,4929653592590232,876,3/2017,"2003 Mitsubishi Eclipse"
601,Ralf,Unger,11/25/1970,"Rudolstaedter Strasse 18",German,RalfUnger@rhyta.com,"05962 98 91 24",70.8,Visa,4539867956002731,086,1/2021,"1998 Daihatsu Domino"
609,Normand,Garreau,8/22/1947,"46 rue de la Boétie",French,NormandGarreau@cuvox.de,01.17.01.91.11,78.1,MasterCard,5442969410749080,063,10/2019,"2001 Infiniti QX4"
604,René,Herz,7/6/1981,"Ellmenreichstrasse 89",German,ReneHerz@cuvox.de,"09221 85 67 47",92.5,Visa,4485572100681141,691,12/2021,"1992 Porsche 928"
612,Clementine,Chalifour,6/24/1960,"25 Rue Roussy",French,ClementineChalifour@fleckens.hu,02.93.44.32.64,59.3,MasterCard,5308487534396855,253,10/2021,"2010 Land Rover Range Rover Sport"
605,Erik,Amsel,3/24/1981,"Flughafenstrasse 80",German,ErikAmsel@armyspy.com,"09642 90 10 04",77.2,MasterCard,5137795958122996,476,8/2018,"1999 Lotus Esprit"
615,Garland,"de Launay",3/19/1956,"58 Rue de Strasbourg",French,GarlanddeLaunay@armyspy.com,04.96.92.97.75,61.2,Visa,4532530594063419,096,8/2017,"1994 Nissan Rasheen"
610,Mathias,Farber,8/29/1956,"Mellingburgredder 42",German,MathiasFarber@cuvox.de,"09131 54 90 19",102.6,MasterCard,5150948116255149,549,7/2019,"2011 Mitsubishi Pajero"
616,Matilda,Dubé,8/5/1931,"29 avenue Jules Ferry",French,MatildaDube@einrot.com,01.78.75.98.15,64.3,MasterCard,5508457537318550,992,11/2021,"2005 Rover 75"
613,Brigitte,Jaeger,3/1/1992,"Ellmenreichstrasse 57",German,BrigitteJaeger@gustr.com,"09197 82 02 63",56.3,Visa,4556144268433204,775,11/2021,"2001 Hyundai XG 300"
618,Germaine,Binet,3/6/1943,"65 rue Grande Fusterie",French,GermaineBinet@einrot.com,05.87.48.76.78,80.2,MasterCard,5430837856424787,740,11/2021,"1999 Renault Avantime"
619,Anna,Freitag,12/2/1993,"Budapester Straße 21",German,AnnaFreitag@teleworm.us,"06455 20 46 46",54.2,MasterCard,5117513865707021,641,10/2017,"2003 Opel Corsa"
621,Yvon,Savard,5/23/1951,"64 Chemin des Bateliers",French,YvonSavard@dayrep.com,04.69.42.29.48,99.8,Visa,4716438682359723,562,3/2021,"1999 Lexus SC"
620,Stefanie,Cole,10/12/1978,"Gotthardstrasse 93",German,StefanieCole@jourrapide.com,"0365 19 06 85",101.1,MasterCard,5245002872194782,586,11/2020,"2004 Nissan Pathfinder"
628,Cinderella,Longpré,10/5/1949,"13 Quai des Belges",French,CinderellaLongpre@cuvox.de,01.71.59.93.51,56.0,Visa,4539041336075680,328,5/2017,"2005 Chrysler Pacifica"
627,Anna,Hueber,4/23/1958,"Langenhorner Chaussee 23",German,AnnaHueber@fleckens.hu,"08684 42 61 60",59.6,MasterCard,5347429029115195,795,1/2021,"2011 Jeep Grand Cherokee"
629,Clementine,Leduc,10/13/1988,"8 rue Reine Elisabeth",French,ClementineLeduc@einrot.com,04.51.40.62.36,99.7,MasterCard,5475056901836368,965,4/2019,"2003 Maserati Kubang"
634,Ulrich,Mahler,4/15/1937,"Buelowstrasse 79",German,UlrichMahler@teleworm.us,"02663 48 17 06",101.2,Visa,4916042309057435,356,6/2019,"1997 Mazda MS-8"
631,Jacqueline,Douffet,6/2/1942,"64 rue Goya",French,JacquelineDouffet@cuvox.de,05.25.44.18.33,84.7,MasterCard,5438781185907165,613,1/2021,"2004 Mazda B4000"
636,Tom,Fuhrmann,7/29/1969,"Bissingzeile 99",German,TomFuhrmann@gustr.com,"04779 61 94 71",107.8,MasterCard,5216885692528139,823,3/2017,"2009 Chevrolet Captiva"
635,Bradamate,Parrot,10/28/1974,"16 rue des Chaligny",French,BradamateParrot@fleckens.hu,04.15.14.05.54,84.6,MasterCard,5250284179802133,465,9/2017,"2008 Cadillac CTS"
639,Lucas,Goldschmidt,12/1/1941,"Fontenay 84",German,LucasGoldschmidt@jourrapide.com,"09251 64 56 90",101.6,MasterCard,5555259068571843,173,3/2017,"1996 Mercedes-Benz S"
636,Troy,Lafrenière,12/23/1962,"53 rue Porte d'Orange",French,TroyLafreniere@jourrapide.com,05.94.18.38.18,114.0,MasterCard,5205376349101176,977,7/2018,"1992 Dodge Colt"
640,Ursula,Mauer,3/6/1950,"Chausseestr. 85",German,UrsulaMauer@jourrapide.com,"03947 95 21 93",56.1,MasterCard,5326467858816454,238,4/2021,"2008 TVR T 440 R"
638,Chantal,Garreau,1/3/1984,"81 Place de la Gare",French,ChantalGarreau@teleworm.us,01.94.74.52.89,86.6,MasterCard,5593504160636281,967,4/2018,"2012 Ford Mondeo"
641,Jessica,Mueller,7/9/1937,"Kurfuerstendamm 76",German,JessicaMueller@superrito.com,"073 95 29 94",100.4,MasterCard,5524328609918280,113,5/2017,"2006 Alpina B3"
645,Laetitia,Labrosse,2/9/1976,"60 rue des six frères Ruellan",French,LaetitiaLabrosse@rhyta.com,04.13.82.94.08,76.3,MasterCard,5307015630036769,881,6/2017,"1999 Ford Escort"
642,Lena,Fischer,3/10/1939,"Güntzelstrasse 11",German,LenaFischer@teleworm.us,"06523 51 78 63",102.8,Visa,4929561513646530,849,11/2020,"2012 Audi S5"
652,Vedette,Legault,2/17/1988,"54 rue des Dunes",French,VedetteLegault@dayrep.com,05.67.19.55.26,63.3,MasterCard,5574651357934475,927,12/2021,"2002 Kia Pregio"
647,Nadine,Hoffmann,2/3/1969,"Kantstraße 82",German,NadineHoffmann@cuvox.de,"03721 35 84 80",58.3,Visa,4556996446739970,606,5/2017,"1992 Volkswagen Golf"
654,Amorette,Vaillancour,1/1/1974,"94 rue de l'Aigle",French,AmoretteVaillancour@superrito.com,02.46.28.05.33,102.3,MasterCard,5498315571975119,551,2/2020,"1995 Fiat Uno"
655,Brigitte,Meister,9/30/1961,"Lietzenburger Straße 8",German,BrigitteMeister@armyspy.com,"05826 48 84 63",82.6,Visa,4556146461759491,530,2/2020,"2011 Smart ForTwo"
655,Simone,Marcil,9/30/1962,"13 Rue de la Pompe",French,SimoneMarcil@fleckens.hu,03.26.25.35.94,92.7,MasterCard,5519531154409509,619,7/2017,"1999 Nissan Cima"
657,Nicole,Bumgarner,5/22/1934,"Konstanzer Strasse 26",German,NicoleBumgarner@dayrep.com,"06092 49 66 03",50.6,MasterCard,5385178755795133,392,9/2018,"1998 Ford Thunderbird"
657,Lucille,Faucher,5/1/1971,"92 rue du Faubourg National",French,LucilleFaucher@armyspy.com,03.40.05.13.53,89.8,Visa,4556716509235181,127,5/2020,"1997 Chevrolet Camaro"
658,Petra,Freeh,6/19/1936,"Landsberger Allee 23",German,PetraFreeh@armyspy.com,"089 90 20 09",49.8,Visa,4539205283760970,087,8/2020,"2005 Fiat Croma"
658,Jewel,Dubé,10/23/1990,"90 avenue de Provence",French,JewelDube@einrot.com,04.10.83.28.91,60.2,Visa,4916035508772044,087,11/2017,"2009 Volvo XC70"
659,Lena,Koenig,4/14/1947,"Hans-Grade-Allee 69",German,LenaKoenig@einrot.com,"04534 64 88 51",88.7,Visa,4485677485364815,968,4/2018,"2010 Volkswagen Polo"
661,Astrid,Méthot,2/1/1997,"59 rue de Raymond Poincaré",French,AstridMethot@superrito.com,01.75.40.67.23,58.9,MasterCard,5226535250110386,663,1/2021,"2005 Infiniti QX4"
660,Ines,Engel,9/4/1953,"Holstenwall 58",German,InesEngel@fleckens.hu,"035023 18 32",62.6,MasterCard,5115868143155142,250,4/2020,"2011 Daewoo Kalos"
663,Logistilla,Legault,9/5/1975,"7 place Maurice-Charretier",French,LogistillaLegault@superrito.com,03.84.02.30.95,81.5,MasterCard,5111933393205320,173,10/2021,"1993 Mahindra Armada"
662,Marko,Zimmermann,10/5/1958,"Gotzkowskystrasse 52",German,MarkoZimmermann@gustr.com,"02667 78 50 37",76.5,Visa,4532559963564681,593,6/2021,"2012 Chevrolet Captiva"
669,Yseult,Potvin,7/22/1939,"38 Rue Roussy",French,YseultPotvin@armyspy.com,02.54.25.57.32,98.9,MasterCard,5211158649350444,970,5/2021,"2015 Jeep Grand Cherokee"
667,Jessika,Kluge,2/28/1949,"Kurfürstenstraße 64",German,JessikaKluge@jourrapide.com,"07152 81 92 08",50.8,MasterCard,5133763831505666,186,10/2018,"2004 Suzuki Wagon R+"
672,Théophile,DuLin,4/7/1987,"49 rue Gouin de Beauchesne",French,TheophileDuLin@einrot.com,01.56.31.53.81,83.0,Visa,4556424296899224,330,8/2021,"2008 Volvo V70"
672,Eric,Maurer,7/9/1975,"Eschenweg 35",German,EricMaurer@rhyta.com,"03641 84 37 03",99.8,Visa,4929803649176069,015,7/2019,"2009 Chevrolet Corvette"
673,Cher,Martin,11/8/1957,"90 rue Ernest Renan",French,CherMartin@armyspy.com,02.07.77.75.88,104.5,Visa,4929624051056114,361,9/2018,"2004 Hyundai Matrix"
680,Sandra,Mauer,10/2/1944,"Fischerinsel 24",German,SandraMauer@cuvox.de,"02174 37 73 35",71.4,Visa,4929364819574153,812,7/2020,"1995 BMW Just 4"
676,Gano,Dumoulin,8/28/1957,"78 rue du Général Ailleret",French,GanoDumoulin@fleckens.hu,05.97.44.47.92,85.3,MasterCard,5195350624946482,918,10/2020,"1996 Volkswagen Caddy"
687,Sara,Lehrer,9/24/1935,"Gotzkowskystraße 90",German,SaraLehrer@dayrep.com,"02833 86 17 93",53.4,MasterCard,5433963687425616,744,9/2021,"1998 Renault Espider"
679,Belisarda,Doiron,6/29/1939,"6 cours Franklin Roosevelt",French,BelisardaDoiron@einrot.com,04.88.17.32.89,100.7,Visa,4485784743579166,145,9/2021,"2005 Mercury Monterey"
691,Daniel,Nadel,11/9/1993,"Pappelallee 16",German,DanielNadel@fleckens.hu,"037462 65 05",70.3,Visa,4929392139529342,025,1/2021,"2006 GMC Savana"
681,Comforte,Barrette,5/7/1940,"64 Chemin Du Lavarin Sud",French,ComforteBarrette@teleworm.us,04.72.80.51.56,53.7,Visa,4485074972409735,926,9/2018,"2008 Audi A3"
693,Peter,Theiss,5/7/1998,"Ufnau Strasse 18",German,PeterTheiss@gustr.com,"08341 47 68 05",79.0,MasterCard,5154090418501213,430,11/2018,"2000 Daewoo Arcadia"
686,Élisabeth,Chevrette,7/30/1942,"54 route de Lyon",French,ElisabethChevrette@cuvox.de,04.01.90.33.80,52.2,MasterCard,5434276990111834,218,12/2021,"2005 Acura CL"
694,Lea,Brauer,9/21/1976,"Kantstrasse 92",German,LeaBrauer@dayrep.com,"0911 82 37 82",64.6,MasterCard,5238812883288939,900,4/2017,"2008 Subaru Legacy"
688,Laverne,Goulet,3/23/1932,"19 Place Charles de Gaulle",French,LaverneGoulet@superrito.com,05.28.93.21.87,89.9,MasterCard,5399507037359413,130,8/2021,"2011 Mercedes-Benz SL"
698,Heike,Ostermann,12/27/1969,"Straße der Pariser Kommune 12",German,HeikeOstermann@einrot.com,"0231 85 60 37",77.0,Visa,4539963857362694,744,9/2019,"2007 Ford Focus"
689,Francis,Laboissonnière,2/19/1965,"7 Rue de Verdun",French,FrancisLaboissonniere@gustr.com,03.25.89.04.00,69.4,Visa,4556162944516630,435,7/2020,"2012 BMW 535"
701,Bernd,Huber,3/4/1978,"Alt-Moabit 91",German,BerndHuber@dayrep.com,"03441 37 43 77",71.7,MasterCard,5581831845933682,067,4/2021,"1993 Plymouth Acclaim"
690,Anne,Dumoulin,3/30/1952,"27 Rue Roussy",French,AnneDumoulin@superrito.com,01.33.16.20.59,97.9,MasterCard,5392596556572065,035,5/2017,"2004 Scion tC"
703,Anke,Ehrlichmann,3/8/1974,"Schönhauser Allee 14",German,AnkeEhrlichmann@jourrapide.com,"07681 67 70 45",78.3,Visa,4916955573231933,814,9/2017,"2010 Dacia Logan"
693,Landers,Aubé,4/8/1963,"81 rue Ernest Renan",French,LandersAube@einrot.com,01.77.69.97.16,115.0,MasterCard,5476359223107131,264,12/2018,"2002 Fiat Punto"
706,Sophie,Fischer,5/18/1940,"Hans-Grade-Allee 7",German,SophieFischer@fleckens.hu,"04602 83 74 70",65.9,Visa,4916658993748631,243,7/2018,"1992 Porsche 965"
700,Nicolas,Guédry,2/10/1971,"62 place Maurice-Charretier",French,NicolasGuedry@teleworm.us,01.57.39.92.22,82.5,MasterCard,5547955507108276,309,11/2020,"1997 Volkswagen Golf"
707,Doreen,Klug,10/24/1936,"Neuer Jungfernstieg 45",German,DoreenKlug@armyspy.com,"08732 77 16 16",104.1,MasterCard,5273505427193542,136,6/2021,"2007 Ford F-650"
702,Albertine,Chrétien,1/2/2000,"26 boulevard Albin Durand",French,AlbertineChretien@teleworm.us,03.20.61.88.39,83.4,Visa,4716768571841690,474,10/2018,"1996 Alpina B6"
708,Julia,Traugott,4/9/1944,"Bissingzeile 1",German,JuliaTraugott@armyspy.com,"04746 48 80 89",89.1,MasterCard,5285298926791257,510,1/2019,"2006 Mazda MPV"
703,Clarimunda,Aubé,3/2/1997,"16 cours Jean Jaures",French,ClarimundaAube@dayrep.com,05.46.73.09.41,83.2,MasterCard,5426779459653154,171,10/2019,"1995 Rolls-Royce Silver Spirit"
710,Ulrich,Beckenbauer,11/12/1964,"Schönwalder Allee 88",German,UlrichBeckenbauer@fleckens.hu,"04335 14 06 34",79.4,MasterCard,5388056812501867,476,5/2021,"1999 Land Rover Freelander"
704,Isabelle,Miron,4/9/1982,"34 avenue Voltaire",French,IsabelleMiron@cuvox.de,04.80.34.56.81,74.3,MasterCard,5393259769024221,804,3/2018,"1998 Honda Civic"
712,Dennis,Gruenewald,1/12/1998,"Schoenebergerstrasse 47",German,DennisGruenewald@superrito.com,"03763 34 64 25",52.3,Visa,4716767557187706,539,4/2021,"1998 Chevrolet Tracker"
705,Solaine,Masson,5/21/1980,"11 rue du Fossé des Tanneurs",French,SolaineMasson@gustr.com,04.33.37.36.10,104.0,MasterCard,5416759725337180,565,11/2019,"2015 Porsche Cayenne"
715,Tim,Kaestner,4/11/1946,"Alt Reinickendorf 63",German,TimKaestner@einrot.com,"08303 96 82 44",67.1,MasterCard,5367208812019409,495,7/2020,"2000 Daihatsu Move"
707,Charles,Dennis,3/12/1934,"86 cours Franklin Roosevelt",French,CharlesDennis@gustr.com,04.14.80.88.24,75.9,MasterCard,5529832272901908,780,8/2018,"1998 Acura SLX"
716,Ulrike,Eichelberger,9/22/1935,"Güntzelstrasse 52",German,UlrikeEichelberger@dayrep.com,"06504 93 21 63",101.5,MasterCard,5593586893240986,473,8/2020,"2002 Alfa Romeo 166"
708,Roland,Lemieux,9/22/1963,"97 rue de Geneve",French,RolandLemieux@rhyta.com,03.60.57.40.70,69.7,MasterCard,5281487002053997,314,12/2018,"1996 Nissan Stagea"
719,Franziska,Baumgartner,10/1/1956,"Schönhauser Allee 93",German,FranziskaBaumgartner@armyspy.com,"07673 33 26 04",80.2,Visa,4556495681237881,107,9/2020,"2003 Mercedes-Benz ML"
710,Zurie,Maheu,11/25/1962,"35 rue Victor Hugo",French,ZurieMaheu@dayrep.com,03.24.66.55.35,72.4,Visa,4539663863117146,544,12/2017,"2010 Chevrolet Optra"
721,Mathias,Faerber,9/22/1950,"Ellmenreichstrasse 5",German,MathiasFaerber@einrot.com,"09191 23 75 04",100.0,MasterCard,5219782412694043,072,10/2018,"2015 Lincoln MKC"
711,Vignette,Soucy,8/26/1948,"98 Avenue des Tuileries",French,VignetteSoucy@gustr.com,01.32.16.90.28,96.9,MasterCard,5169197416808889,680,9/2021,"2002 Ford F-150"
722,Dieter,Schuster,8/4/1996,"Hardenbergstraße 25",German,DieterSchuster@superrito.com,"06387 84 33 69",66.8,Visa,4716665938359673,828,3/2021,"1998 Holden Statesman"
712,Blanche,Despins,12/5/1952,"71 rue Nationale",French,BlancheDespins@superrito.com,01.64.84.31.42,54.8,MasterCard,5599174750352105,998,1/2017,"2012 Renault Duster"
729,Sabine,Dresner,7/13/1999,"Ansbacher Strasse 63",German,SabineDresner@jourrapide.com,"06550 86 33 93",62.6,MasterCard,5575121111026173,039,12/2019,"2002 Nissan Maxima"
713,Maryse,Moquin,5/25/1982,"22 rue La Boétie",French,MaryseMoquin@cuvox.de,01.81.18.64.47,72.7,MasterCard,5118205822709328,656,9/2020,"2001 Lancia Thesis"
731,Karin,Engel,7/17/1939,"Ansbacher Strasse 33",German,KarinEngel@fleckens.hu,"06543 56 58 74",49.6,Visa,4716564791679477,530,11/2021,"2002 Toyota Tundra"
715,Maryse,Guertin,4/26/1932,"21 place de Miremont",French,MaryseGuertin@armyspy.com,05.43.20.99.25,48.3,Visa,4716009048445728,193,7/2021,"2011 Maserati Quattroporte"
743,Brigitte,Eggers,3/28/1981,"Sonnenallee 76",German,BrigitteEggers@einrot.com,"0821 29 00 80",77.0,MasterCard,5436413097596405,832,6/2017,"1994 Rover 800"
716,Yvette,Boisvert,5/11/1978,"83 rue Grande Fusterie",French,YvetteBoisvert@rhyta.com,01.95.90.76.51,88.0,Visa,4929393276235727,840,4/2020,"1994 Mazda MS-6"
744,Frank,Ackerman,6/29/1975,"Schaarsteinweg 90",German,FrankAckerman@rhyta.com,"09441 94 59 01",102.8,MasterCard,5299396437874424,833,4/2018,"1993 Mercury Tracer"
719,Cammile,Laux,9/4/1996,"46 rue Victor Hugo",French,CammileLaux@gustr.com,03.62.18.61.76,69.8,Visa,4485686724030178,680,5/2020,"2005 Samsung SM5"
745,Ulrike,Kunze,11/6/1974,"Ollenhauer Str. 65",German,UlrikeKunze@fleckens.hu,"0711 92 09 21",80.4,MasterCard,5354643559747132,162,10/2020,"2014 Audi S5"
720,Paulette,Deschênes,10/15/1935,"46 rue Pierre De Coubertin",French,PauletteDeschenes@teleworm.us,05.50.04.15.50,101.3,Visa,4532103046263522,148,7/2017,"2005 Mazda 5"
746,Lukas,Hertzog,1/24/1993,"Marseiller Strasse 11",German,LukasHertzog@cuvox.de,"08821 76 39 84",79.9,MasterCard,5304357571549498,620,1/2020,"2006 Porsche Carrera GT"
725,Gabriel,Berger,3/6/1955,"88 Rue Frédéric Chopin",French,GabrielBerger@teleworm.us,03.06.90.57.48,112.8,MasterCard,5173142791150337,371,5/2021,"2001 Audi Avantissimo"
751,Lea,Schaefer,8/7/1967,"Hardenbergstraße 96",German,LeaSchaefer@jourrapide.com,"06381 13 09 98",72.4,MasterCard,5256723206707124,482,8/2018,"1995 Audi S6"
726,Antoinette,Bonsaint,7/20/1965,"20 place de Miremont",French,AntoinetteBonsaint@dayrep.com,01.13.93.57.66,96.9,Visa,4532260888442406,054,3/2019,"2000 Alpina B 12"
761,Peter,Wannemaker,8/27/1995,"Schillerstrasse 73",German,PeterWannemaker@fleckens.hu,"08165 85 14 06",55.9,Visa,4716111635415450,706,6/2017,"2006 Ford Falcon"
727,Harcourt,Barrière,9/5/1932,"76 rue du Clair Bocage",French,HarcourtBarriere@cuvox.de,04.51.79.08.33,73.4,Visa,4539549708275977,908,6/2020,"1994 Morgan Plus 4"
767,Thorsten,Krause,8/17/1950,"Luebeckertordamm 15",German,ThorstenKrause@rhyta.com,"09175 57 56 57",82.5,MasterCard,5423044492643917,766,5/2019,"2015 Honda Odyssey"
729,Delmare,Côté,1/4/1962,"29 rue des Lacs",French,DelmareCote@dayrep.com,03.38.11.29.58,56.2,MasterCard,5185038870126147,497,11/2018,"1999 Chevrolet Trans Sport"
769,Juliane,Kaiser,12/21/1932,"Prenzlauer Allee 59",German,JulianeKaiser@einrot.com,"0345 90 32 96",67.0,Visa,4532133679308211,621,6/2020,"1994 Plymouth Breeze"
733,Liane,Pellerin,12/13/1973,"66 rue Descartes",French,LianePellerin@armyspy.com,03.48.69.31.56,64.9,Visa,4539489444802471,618,8/2018,"2000 Honda Life"
770,Sven,Möller,3/25/1952,"Storkower Strasse 11",German,SvenMoller@armyspy.com,"02625 15 49 25",66.1,Visa,4556857937788209,520,1/2020,"2008 Dodge Nitro"
734,Françoise,Rouze,12/5/1991,"15 Rue Roussy",French,FrancoiseRouze@rhyta.com,02.27.66.35.03,84.9,Visa,4532737655734834,026,2/2019,"2002 Dodge M80"
771,Frank,Fink,6/12/1956,"Gubener Str. 31",German,FrankFink@armyspy.com,"08031 39 83 99",104.6,MasterCard,5155226774663457,967,8/2017,"2005 Hyundai Portico"
736,Dielle,Drouin,8/3/1938,"59 Place de la Madeleine",French,DielleDrouin@dayrep.com,01.15.97.79.53,92.9,MasterCard,5245320063612580,315,8/2019,"2004 Suzuki Lapin"
772,Marcel,Freitag,8/11/1935,"Storkower Strasse 50",German,MarcelFreitag@cuvox.de,"02632 64 18 53",68.0,MasterCard,5294665433300203,642,1/2017,"2003 Ford GT"
738,Oliver,Bellefeuille,8/21/1972,"68 rue de Raymond Poincaré",French,OliverBellefeuille@gustr.com,01.77.32.06.86,84.0,MasterCard,5112630652216274,321,4/2018,"2008 Maserati MC12"
773,Philipp,Foerster,5/8/1945,"Alt Reinickendorf 1",German,PhilippFoerster@teleworm.us,"08321 73 30 89",72.3,Visa,4716947140950238,364,6/2018,"2010 Ford Fiesta"
740,Belisarda,Lafontaine,8/18/1951,"7 boulevard Bryas",French,BelisardaLafontaine@armyspy.com,01.60.00.39.07,98.6,MasterCard,5555259937768786,026,1/2018,"1997 Daihatsu Mira"
775,Stefanie,Kirsch,3/1/1971,"Landhausstraße 61",German,StefanieKirsch@gustr.com,"03344 91 66 16",66.1,Visa,4916655677485985,091,5/2021,"1993 Honda Prelude"
743,Avril,Sirois,5/28/1983,"1 rue de l'Aigle",French,AvrilSirois@cuvox.de,01.28.43.13.97,58.6,MasterCard,5547957587523945,538,10/2018,"1994 Opel Calibra"
778,Sandra,Schroeder,8/6/1963,"Prager Str 3",German,SandraSchroeder@cuvox.de,"08139 28 61 49",96.4,Visa,4556783485710876,313,1/2021,"2014 Lexus LX 570"
748,Isabelle,Thivierge,12/26/1986,"71 quai Saint-Nicolas",French,IsabelleThivierge@superrito.com,05.77.87.27.78,69.9,Visa,4916168825641400,320,6/2020,"2006 Audi S6"
779,Lisa,Goldschmidt,2/9/1942,"Gotzkowskystraße 99",German,LisaGoldschmidt@einrot.com,"02761 45 95 42",73.0,Visa,4916623063802684,093,5/2021,"1994 Opel Frontera"
751,Colette,Boisvert,5/21/1930,"14 Place de la Gare",French,ColetteBoisvert@superrito.com,03.99.68.63.84,73.1,Visa,4916246566210146,963,7/2018,"1998 Volkswagen Caddy"
781,Christina,Mueller,2/16/1967,"Schmarjestrasse 44",German,ChristinaMueller@gustr.com,"09964 40 78 76",56.7,MasterCard,5152278323687597,741,8/2021,"1999 Hyundai Marcia"
754,Constance,Lamy,4/18/1942,"81 Avenue Millies Lacroix",French,ConstanceLamy@armyspy.com,02.31.00.67.54,78.6,MasterCard,5326902019516643,779,1/2021,"2012 Fiat Ulysse"
783,Philipp,Peters,3/29/1982,"Flotowstr. 56",German,PhilippPeters@superrito.com,"03471 31 53 14",88.9,Visa,4716580672097050,091,12/2020,"1998 Lexus SC"
757,Senior,Salois,7/2/1987,"17 boulevard d'Alsace",French,SeniorSalois@teleworm.us,04.20.57.15.49,71.2,Visa,4929964760401593,730,2/2020,"2004 Jeep Wrangler"
784,Doreen,Propst,9/16/1935,"Los-Angeles-Platz 73",German,DoreenPropst@fleckens.hu,"040 19 93 96",78.2,MasterCard,5140137089980130,089,5/2017,"2006 Mitsubishi Montero"
758,Millard,Bérubé,8/27/1951,"48 Chemin des Bateliers",French,MillardBerube@armyspy.com,02.62.84.68.81,63.5,MasterCard,5332380832362358,322,4/2021,"1997 Mazda MX-5 Miata"
786,Ines,Baumgaertner,2/21/1999,"Lietzenburger Straße 37",German,InesBaumgaertner@gustr.com,"05901 50 36 59",56.3,MasterCard,5135028071191769,090,11/2017,"1996 Ford Aerostar"
760,Rosamonde,Doyon,10/11/1937,"5 boulevard de la Liberation",French,RosamondeDoyon@teleworm.us,04.86.25.24.59,91.7,Visa,4929625803652514,110,11/2020,"1996 Alpina B"
787,Marina,Kaufmann,10/9/1933,"Budapester Straße 59",German,MarinaKaufmann@jourrapide.com,"06501 40 87 58",75.7,MasterCard,5260204571514571,172,12/2019,"2011 Audi S4"
761,Anouk,Archambault,11/23/1963,"49 rue de Raymond Poincaré",French,AnoukArchambault@superrito.com,02.31.46.40.88,101.3,MasterCard,5468438478569136,696,3/2017,"2008 Lexus GS"
